PUBLICATION_DATE,UID,lat,lon,DATE_COL,SITE_ID,SITE_USE,STATE,REGION,VISIT_NO,SAMPLE_TYPE,COND,COND_USEABILITY,NH3,NH3_USEABILITY,NO3NO2,NO3NO2_USEABILITY,PH,PH_USEABILITY,TKN,TKN_USEABILITY,TN,TN_USEABILITY,TP,TP_USEABILITY,CONDUCTIVITY_FIELD,PH_FIELD
7/28/2016,3853,37.39197294,-76.6205714,8/29/2011,NWCA11-2633,NWCA_REVISITS,VA,CPL,2,CHEM,378.1,"USE - only lab, no issues",0.021,USE,0.03,USE - no issues,7.7,USE,,,0.458,USE - no issues,69,USE - no issues,,
7/28/2016,3854,37.91254023,-75.68068678,8/24/2011,NWCA11-2632,NWCA_REVISITS,VA,CPL,2,CHEM,17880,"USE - only lab, no issues",0.371,USE,0.011,USE - no issues,6.7,USE,,,5.473,USE - no issues,93,USE - no issues,,
7/28/2016,3862,37.94735828,-75.31494445,8/16/2011,NWCA11-2674,NWCA_PROBABILITY,VA,CPL,1,CHEM,46220,"USE - only lab, no issues",0,USE,0.015,USE - no issues,8.01,USE,,,0.94,USE - no issues,123,USE - no issues,,
7/28/2016,3864,29.1463,-90.2251,6/26/2011,NWCA11-1633,NWCA_PROBABILITY,LA,CPL,1,CHEM,30260,"USE - only lab, no issues",0.006,USE,0.076,USE - no issues,8.03,USE,,,0.933,USE - no issues,120,USE - no issues,,
7/28/2016,3869,45.48409746,-69.20219337,7/15/2011,NWCA11-1827,NWCA_PROBABILITY,ME,NAP,1,CHEM,26.47,"USE - only lab, no issues",0.005,USE,0.088,USE - no issues,7.09,USE,,,0.118,USE - no issues,25,USE - no issues,,
7/28/2016,3873,45.92052579,-69.53039821,8/3/2011,NWCA11-1825,NWCA_PROBABILITY,ME,NAP,1,CHEM,80.01,"USE - only lab, no issues",0.033,USE,0.055,USE - no issues,3.84,USE,,,0.868,USE - no issues,39,USE - no issues,,
7/28/2016,3875,29.54476,-94.47435,7/18/2011,NWCA11-2538,NWCA_PROBABILITY,TX,CPL,1,CHEM,42670,"USE - field & lab, no issues",0.045,USE,0.002,USE - account for <DL/LRL,8.76,USE,,,23.075,USE - no issues,2033,USE - no issues,45000,8.98
7/28/2016,3876,40.541536,-80.839198,7/11/2011,NWCA11-OH-3014,NWCA_PROBABILITY,OH,SAP,1,CHEM,161.6,"USE - only lab, no issues",0.013,USE,0.263,USE - no issues,7.79,USE,,,0.38,USE - no issues,42,USE - no issues,,
7/28/2016,3878,40.732528,-81.975115,7/6/2011,NWCA11-OH-3031,NWCA_PROBABILITY,OH,NAP,1,CHEM,667.9,"USE - only lab, no issues",0.934,USE,0.005,USE - account for <DL/LRL,7.29,USE,,,4.635,USE - no issues,1528,USE - no issues,,
7/28/2016,3880,29.55963203,-89.81877106,6/25/2011,NWCA11-1617,NWCA_PROBABILITY,LA,CPL,1,CHEM,5216,"USE - only lab, flag issue minor",0.023,USE,0,USE - account for <DL/LRL,8.47,USE,,,2.38,USE - flag issue minor,826,USE - flag issue minor,,
7/28/2016,3881,29.07830843,-90.51525074,7/9/2011,NWCA11-1669,NWCA_PROBABILITY,LA,CPL,1,CHEM,33380,"USE - only lab, flag issue minor",0,USE,0.003,USE - account for <DL/LRL,8.45,USE,,,0.645,USE - flag issue minor,76,USE - flag issue minor,,
7/28/2016,3882,38.95438,-106.10667,9/4/2011,NWCA11-R205,NWCA_NOT_PROBABILITY,CO,WMT,1,CHEM,49.45,"USE - only lab, flag issue minor",0.013,USE,0.008,USE - account for <DL/LRL,6.99,USE,,,0.485,USE - flag issue minor,44,USE - flag issue minor,,
7/28/2016,3883,44.96021,-68.14361,8/10/2011,NWCA11-1830,NWCA_PROBABILITY,ME,NAP,1,CHEM,21.24,"USE - only lab, no issues",0.012,USE,0.008,USE - account for <DL/LRL,5.71,USE,,,0.735,USE - no issues,31,USE - no issues,,
7/28/2016,3885,29.83884169,-91.95578192,8/13/2011,NWCA11-1643,NWCA_PROBABILITY,LA,CPL,1,CHEM,2687,"USE - only lab, flag issue minor",0.012,USE,0.186,USE - flag issue minor,7.96,USE,,,1.28,USE - flag issue minor,420,USE - flag issue minor,,
7/28/2016,3886,29.38430095,-91.09851424,8/3/2011,NWCA11-1630,NWCA_PROBABILITY,LA,CPL,1,CHEM,564.8,"USE - only lab, flag issue minor",0.055,USE,0.158,USE - flag issue minor,7.99,USE,,,0.948,USE - flag issue minor,113,USE - flag issue minor,,
7/28/2016,3887,29.11917005,-89.28403726,7/2/2011,NWCA11-1645,NWCA_PROBABILITY,LA,CPL,1,CHEM,472.5,"USE - only lab, flag issue minor",0.006,USE,1.892,USE - flag issue minor,7.96,USE,,,2.179,USE - flag issue minor,233,USE - flag issue minor,,
7/28/2016,3888,29.34714547,-90.9175639,8/2/2011,NWCA11-1614,NWCA_PROBABILITY,LA,CPL,1,CHEM,1340,"USE - only lab, no issues",0.028,USE,0.16,USE - no issues,7.62,USE,,,1.193,USE - no issues,131,USE - no issues,,
7/28/2016,3890,29.2969591,-91.05079265,8/2/2011,NWCA11-1673,NWCA_PROBABILITY,LA,CPL,1,CHEM,1296,"USE - only lab, no issues",0.015,USE,0,USE - account for <DL/LRL,8.03,USE,,,0.908,USE - no issues,132,USE - no issues,,
7/28/2016,3892,39.68211,-102.35107,9/5/2011,NWCA11-2961,NWCA_PROBABILITY,CO,SPL,1,CHEM,508.1,"USE - only lab, no issues",0.487,USE,0.251,USE - no issues,7.89,USE,,,14.3,USE - no issues,5756,USE - no issues,,
7/28/2016,3894,27.87628571,-97.05422659,8/15/2011,NWCA11-2575,NWCA_PROBABILITY,TX,CPL,1,CHEM,73190,"USE - field & lab, no issues",0.025,USE,0.014,USE - no issues,8.39,USE,,,2.95,USE - no issues,175,USE - no issues,79640,8
7/28/2016,3895,28.39662219,-96.42141873,8/16/2011,NWCA11-2603,NWCA_PROBABILITY,TX,CPL,1,CHEM,49720,"USE - field & lab, no issues",0,USE,0.009,USE - no issues,8.29,USE,,,0.798,USE - no issues,102,USE - no issues,52150,8.04
7/28/2016,3897,46.60642569,-123.6794087,6/7/2011,NWCA11-2704,NWCA_PROBABILITY,WA,WMT,1,CHEM,71.65,"USE - only lab, no issues",0.06,USE,0.127,USE - no issues,6.69,USE,,,0.391,USE - no issues,56,USE - no issues,,
7/28/2016,3898,47.187565,-123.566979,6/13/2011,NWCA11-4505,NWCA_PROBABILITY,WA,WMT,1,CHEM,103.1,"USE - only lab, no issues",0.03,USE,0.01,USE - account for <DL/LRL,6.94,USE,,,0.22,USE - no issues,157,USE - no issues,,
7/28/2016,3909,38.67066,-106.38799,8/8/2011,NWCA11-R204,NWCA_NOT_PROBABILITY,CO,WMT,1,CHEM,40.82,"USE - only lab, no issues",0.006,USE,0.011,USE - account for <DL/LRL,7.16,USE,,,0.21,USE - no issues,10,USE - no issues,,
7/28/2016,3910,44.91606,-69.89773,7/19/2011,NWCA11-R095,NWCA_NOT_PROBABILITY,ME,NAP,1,CHEM,11.4,"USE - only lab, no issues",0.011,USE,0.009,USE - account for <DL/LRL,4.7,USE,,,1.088,USE - no issues,25,USE - no issues,,
7/28/2016,3912,43.80714,-70.63938,7/21/2011,NWCA11-R130,NWCA_NOT_PROBABILITY,ME,NAP,1,CHEM,20.77,"USE - only lab, no issues",0.039,USE,0.008,USE - account for <DL/LRL,5.53,USE,,,0.873,USE - no issues,155,USE - no issues,,
7/28/2016,3913,38.87116,-75.2887,9/14/2011,NWCA11-1200,NWCA_PROBABILITY,DE,CPL,1,CHEM,23770,"USE - only lab, no issues",2.332,USE,0.007,USE - no issues,7.67,USE,,,14.6,USE - no issues,2481,USE - no issues,,
7/28/2016,3914,39.428134,-75.573986,9/12/2011,NWCA11-1198,NWCA_REVISITS,DE,CPL,2,CHEM,1088,"USE - only lab, no issues",0.066,USE,0.375,USE - no issues,7.28,USE,,,1.443,USE - no issues,336,USE - no issues,,
7/28/2016,3919,41.65197,-87.07275,7/12/2011,NWCA11-R322,NWCA_NOT_PROBABILITY,IN,UMW,1,CHEM,42.96,"USE - only lab, no issues",0.004,USE,0.008,USE - account for <DL/LRL,6.65,USE,,,1.268,USE - no issues,55,USE - no issues,,
7/28/2016,3921,24.593419,-81.662696,8/27/2011,NWCA11-1233,NWCA_REVISITS,FL,CPL,2,CHEM,50790,"USE - field & lab, flag issue minor",0.071,USE,0.006,USE - flag issue minor,7.74,USE,,,0.435,USE - flag issue minor,0,USE - account for <DL/LDL,55561,7.64
7/28/2016,3929,38.68724564,-79.76969451,9/12/2011,NWCA11-2765,NWCA_REVISITS,WV,SAP,2,CHEM,22.6,"USE - field & lab, no issues",0.004,USE,0.03,USE - no issues,6.58,USE,,,0.148,USE - no issues,12,USE - no issues,22,4.5
7/28/2016,3930,29.46787522,-90.04913792,8/27/2011,NWCA11-1665,NWCA_PROBABILITY,LA,CPL,1,CHEM,1308,"USE - only lab, flag issue minor",0.028,USE,0.007,USE - account for <DL/LRL,7.37,USE,,,0.808,USE - flag issue minor,113,USE - flag issue minor,,
7/28/2016,3932,29.67650479,-92.39512435,8/28/2011,NWCA11-1683,NWCA_PROBABILITY,LA,CPL,1,CHEM,3968,"USE - only lab, no issues",0.068,USE,0.017,USE - account for <DL/LRL,7.22,USE,,,3.043,USE - no issues,567,USE - no issues,,
7/28/2016,3933,29.39034927,-90.27952709,8/27/2011,NWCA11-1705,NWCA_PROBABILITY,LA,CPL,1,CHEM,25470,"USE - only lab, flag issue minor",0.004,USE,0.003,USE - account for <DL/LRL,8.11,USE,,,1.955,USE - flag issue minor,358,USE - flag issue minor,,
7/28/2016,3935,34.726458,-90.677175,8/20/2011,NWCA11-R065,NWCA_NOT_PROBABILITY,AR,CPL,1,CHEM,242.8,"USE - only lab, flag issue minor",0.02,USE,0.006,USE - account for <DL/LRL,8.22,USE,,,5.938,USE - flag issue minor,1314,USE - flag issue minor,,
7/28/2016,3959,35.78775052,-75.88106658,8/3/2011,NWCA11-2080,NWCA_PROBABILITY,NC,CPL,1,CHEM,2022,"USE - field & lab, no issues",0.091,USE,0.04,USE - no issues,3.28,USE,,,1.11,USE - no issues,77,USE - no issues,2093,
7/28/2016,3963,39.52032,-74.43471,9/15/2011,NWCA11-R135,NWCA_NOT_PROBABILITY,NJ,CPL,1,CHEM,25570,"USE - only lab, no issues",0.341,USE,0.009,USE - no issues,7.41,USE,,,2.055,USE - no issues,1218,USE - no issues,,
7/28/2016,3964,39.70328,-74.222962,9/13/2011,NWCA11-R134,NWCA_NOT_PROBABILITY,NJ,CPL,1,CHEM,194.2,"USE - only lab, no issues",0.03,USE,0.043,USE - no issues,4.11,USE,,,1.34,USE - no issues,49,USE - no issues,,
7/28/2016,3965,39.884168,-74.506794,9/12/2011,NWCA11-R133,NWCA_NOT_PROBABILITY,NJ,CPL,1,CHEM,64.53,"USE - only lab, no issues",0.103,USE,0.058,USE - no issues,4.12,USE,,,0.833,USE - no issues,14,USE - no issues,,
7/28/2016,3981,30.77328239,-87.97994429,9/12/2011,NWCA11-1005,NWCA_PROBABILITY,AL,CPL,1,CHEM,8192,"USE - only lab, no issues",0.427,USE,0.01,USE - account for <DL/LRL,6.71,USE,,,1.498,USE - no issues,123,USE - no issues,,
7/28/2016,3983,38.6197826,-81.97704826,8/22/2011,NWCA11-6368,NWCA_PROBABILITY,WV,SAP,1,CHEM,157.9,"USE - field & lab, no issues",0.172,USE,0.286,USE - no issues,6.95,USE,,,0.618,USE - no issues,81,USE - no issues,160,6.41
7/28/2016,3984,38.62064,-81.97834,8/24/2011,NWCA11-4579,NWCA_PROBABILITY,WV,SAP,1,CHEM,908.1,"USE - field & lab, no issues",0.031,USE,0.036,USE - no issues,7.59,USE,,,0.508,USE - no issues,56,USE - no issues,926,7.17
7/28/2016,3985,39.10722,-81.41797,8/31/2011,NWCA11-2764,NWCA_REVISITS,WV,SAP,2,CHEM,126.8,"USE - field & lab, no issues",0.024,USE,0.006,USE - account for <DL/LRL,7.48,USE,,,1.13,USE - no issues,40,USE - no issues,125,6.78
7/28/2016,3986,40.825946,-81.431171,8/30/2011,NWCA11-OH-3004,NWCA_PROBABILITY,OH,NAP,1,CHEM,138,"USE - only lab, no issues",0.146,USE,0.006,USE - account for <DL/LRL,6.8,USE,,,2.93,USE - no issues,192,USE - no issues,,
7/28/2016,3987,40.616679,-81.606718,6/6/2011,NWCA11-OH-3003,NWCA_PROBABILITY,OH,SAP,1,CHEM,807.9,"USE - only lab, no issues",0.018,USE,0.056,USE - no issues,8.92,USE,,,0.836,USE - no issues,39,USE - no issues,,
7/28/2016,3989,40.61668,-81.606721,8/10/2011,NWCA11-OH-3003,NWCA_REVISITS,OH,SAP,2,CHEM,792,"USE - only lab, no issues",0.021,USE,0,USE - account for <DL/LRL,7.68,USE,,,0.783,USE - no issues,79,USE - no issues,,
7/28/2016,3991,30.44432,-88.40477,9/13/2011,NWCA11-R128,NWCA_NOT_PROBABILITY,MS,CPL,1,CHEM,63,"USE - field & lab, flag issue minor",0.013,USE,0.013,USE - account for <DL/LRL,4.46,USE,,,0.475,USE - flag issue minor,18,USE - flag issue minor,417.2,5.07
7/28/2016,3992,39.83432108,-82.72935038,8/8/2011,NWCA11-OH-3005,NWCA_REVISITS,OH,TPL,2,CHEM,203.2,"USE - only lab, no issues",0.07,USE,0.006,USE - account for <DL/LRL,6.86,USE,,,1.738,USE - no issues,236,USE - no issues,,
7/28/2016,3993,41.56001265,-83.06669802,8/3/2011,NWCA11-OH-3030,NWCA_PROBABILITY,OH,TPL,1,CHEM,178.5,"USE - only lab, no issues",0.096,USE,0.013,USE - account for <DL/LRL,7.04,USE,,,2.89,USE - no issues,489,USE - no issues,,
7/28/2016,4008,30.69300131,-81.53846128,9/14/2011,NWCA11-1260,NWCA_PROBABILITY,FL,CPL,1,CHEM,52970,"USE - only lab, no issues",0,USE,0.015,USE - no issues,7.88,USE,,,0.627,USE - no issues,38,USE - no issues,,7.65
7/28/2016,4009,26.9558,-80.07976,7/20/2011,NWCA11-1364,NWCA_PROBABILITY,FL,CPL,1,CHEM,48650,"USE - field & lab, no issues",0,USE,0.003,USE - account for <DL/LRL,7.43,USE,,,0.461,USE - no issues,50,USE - no issues,"52,216",6.95
7/28/2016,4011,25.60978697,-80.56948775,8/28/2011,NWCA11-1267,NWCA_PROBABILITY,FL,CPL,1,CHEM,394.9,"USE - field & lab, no issues",0.013,USE,0.009,USE - account for <DL/LRL,7.68,USE,,,0.588,USE - no issues,9,USE - no issues,389,7.4
7/28/2016,4012,25.28751,-80.44654,8/27/2011,NWCA11-1337,NWCA_PROBABILITY,FL,CPL,1,CHEM,576,"USE - only lab, flag issue minor",0.01,USE,0.009,USE - account for <DL/LRL,8.07,USE,,,0.618,USE - flag issue minor,7,USE - flag issue minor,609,7.84
7/28/2016,4015,42.96801332,-85.59834787,8/25/2011,NWCA11-1854,NWCA_PROBABILITY,MI,UMW,1,CHEM,844.7,"USE - only lab, no issues",0.074,USE,0.007,USE - account for <DL/LRL,7.41,USE,,,6.144,USE - no issues,1351,USE - no issues,,
7/28/2016,4021,43.70054,-85.52634,8/26/2011,NWCA11-1865,NWCA_PROBABILITY,MI,UMW,1,CHEM,389.8,"USE - only lab, no issues",0.013,USE,0.037,USE - no issues,8.12,USE,,,0.265,USE - no issues,32,USE - no issues,,
7/28/2016,4025,46.9223,-90.60378,8/14/2011,NWCA11-R313,NWCA_NOT_PROBABILITY,WI,UMW,1,CHEM,30.28,"USE - only lab, no issues",0.013,USE,0.008,USE - account for <DL/LRL,6.23,USE,,,1.09,USE - no issues,67,USE - no issues,,
7/28/2016,4026,46.92401,-90.54951,8/13/2011,NWCA11-R314,NWCA_NOT_PROBABILITY,WI,UMW,1,CHEM,50.08,"USE - only lab, flag issue minor",0.009,USE,0.008,USE - account for <DL/LRL,7.04,USE,,,0.645,USE - flag issue minor,3,USE - account for <DL/LRL,,
7/28/2016,4033,35.698009,-76.230592,7/12/2011,NWCA11-2028,NWCA_PROBABILITY,NC,CPL,1,CHEM,1898,"USE - field & lab, no issues",0.023,USE,0.014,USE - account for <DL/LRL,6.92,USE,,,1.075,USE - no issues,37,USE - no issues,1882,6.14
7/28/2016,4034,46.424594,-123.883456,6/20/2011,NWCA11-4499,NWCA_PROBABILITY,WA,WMT,1,CHEM,15510,"USE - only lab, flag issue minor",0.037,USE,0.041,USE - flag issue minor,7.4,USE,,,0.363,USE - flag issue minor,56,USE - flag issue minor,,
7/28/2016,4050,48.28772468,-122.376949,8/2/2011,NWCA11-4522,NWCA_PROBABILITY,WA,WMT,1,CHEM,60.2,"USE - only lab, no issues",0.011,USE,0.018,USE - account for <DL/LRL,6.79,USE,,,0.165,USE - no issues,66,USE - no issues,,
7/28/2016,4051,48.393052,-122.48459,8/1/2011,NWCA11-2706,NWCA_REVISITS,WA,WMT,2,CHEM,709.7,"USE - only lab, no issues",0.024,USE,0.007,USE - account for <DL/LRL,7.35,USE,,,2.44,USE - no issues,653,USE - no issues,,
7/28/2016,4052,48.936145,-122.480897,8/10/2011,NWCA11-6315,NWCA_PROBABILITY,WA,WMT,1,CHEM,124.5,"USE - only lab, no issues",0.011,USE,0,USE - account for <DL/LRL,6.55,USE,,,0.61,USE - no issues,3612,USE - no issues,,
7/28/2016,4053,48.28605356,-122.3802516,8/3/2011,NWCA11-2710,NWCA_PROBABILITY,WA,WMT,1,CHEM,99.01,"USE - only lab, no issues",0.011,USE,0.025,USE - no issues,7.2,USE,,,0.098,USE - no issues,20,USE - no issues,,
7/28/2016,4054,29.60551886,-92.17851056,9/10/2011,NWCA11-1634,NWCA_PROBABILITY,LA,CPL,1,CHEM,14570,"USE - only lab, flag issue minor",0.033,USE,0.008,USE - flag issue minor,7.21,USE,,,1.808,USE - flag issue minor,143,USE - flag issue minor,,
7/28/2016,4055,29.71348873,-92.228321,9/10/2011,NWCA11-1618,NWCA_PROBABILITY,LA,CPL,1,CHEM,14020,"USE - only lab, flag issue minor",0.065,USE,0.186,USE - flag issue minor,7.55,USE,,,1.295,USE - flag issue minor,154,USE - flag issue minor,,
7/28/2016,4059,29.45128,-94.68407,8/29/2011,NWCA11-2598,NWCA_PROBABILITY,TX,CPL,1,CHEM,46810,"USE - field & lab, no issues",0.119,USE,0.012,USE - no issues,8.02,USE,,,0.955,USE - no issues,187,USE - no issues,48730,7.78
7/28/2016,4060,29.61556355,-94.42741246,8/31/2011,NWCA11-2566,NWCA_PROBABILITY,TX,CPL,1,CHEM,32800,"USE - field & lab, no issues",0.005,USE,0.004,USE - no issues,8.16,USE,,,12.7,USE - flag issue minor,1087,USE - no issues,33070,8.11
7/28/2016,4067,34.67617021,-77.06488669,7/21/2011,NWCA11-2030,NWCA_PROBABILITY,NC,CPL,1,CHEM,52900,"USE - field & lab, no issues",0.058,USE,0.005,USE - no issues,7.9,USE,,,0.753,USE - no issues,132,USE - no issues,60628,7.5
7/28/2016,4069,48.1037,-88.5928,8/9/2011,NWCA11-R321,NWCA_NOT_PROBABILITY,MI,UMW,1,CHEM,144.4,"USE - only lab, flag issue minor",0.012,USE,0.007,USE - account for <DL/LRL,7.53,USE,,,0.41,USE - flag issue minor,23,USE - flag issue minor,,
7/28/2016,4073,48.0025,-89.82753,8/16/2011,NWCA11-R315,NWCA_NOT_PROBABILITY,MN,UMW,1,CHEM,123.1,"USE - only lab, no issues",0.014,USE,0.009,USE - account for <DL/LRL,6.87,USE,,,0.86,USE - no issues,103,USE - no issues,,
7/28/2016,4074,46.948598,-123.650597,7/27/2011,NWCA11-6302,NWCA_PROBABILITY,WA,WMT,1,CHEM,107.4,"USE - only lab, no issues",0.013,USE,0.215,USE - no issues,7.4,USE,,,0.385,USE - no issues,52,USE - no issues,,
7/28/2016,4075,46.425088,-123.886111,7/12/2011,NWCA11-6301,NWCA_PROBABILITY,WA,WMT,1,CHEM,23800,"USE - only lab, no issues",0.01,USE,0.009,USE - no issues,6.89,USE,,,0.389,USE - no issues,68,USE - no issues,,
7/28/2016,4076,46.42459022,-123.8834607,7/25/2011,NWCA11-4499,NWCA_REVISITS,WA,WMT,2,CHEM,19360,"USE - only lab, no issues",0.079,USE,0.088,USE - no issues,7.58,USE,,,0.469,USE - no issues,100,USE - no issues,,
7/28/2016,4079,48.393059,-122.484571,6/28/2011,NWCA11-2706,NWCA_PROBABILITY,WA,WMT,1,CHEM,850,"USE - only lab, no issues",0.002,USE,0.007,USE - account for <DL/LRL,7.35,USE,,,3.075,USE - no issues,468,USE - no issues,,
7/28/2016,4081,31.44216271,-81.35898368,7/5/2011,NWCA11-1418,NWCA_PROBABILITY,GA,CPL,1,CHEM,43670,"USE - field & lab, no issues",0.215,USE,0.006,USE - no issues,7.45,USE,,,1.043,USE - no issues,261,USE - no issues,42500,6.8
7/28/2016,4082,31.92492714,-80.99062468,7/12/2011,NWCA11-1417,NWCA_PROBABILITY,GA,CPL,1,CHEM,49120,"USE - field & lab, no issues",0.418,USE,0.04,USE - flag issue minor,7.53,USE,,,1.793,USE - no issues,585,USE - no issues,46600,6.98
7/28/2016,4287,41.17388,-75.44347,9/9/2011,NWCA11-R048,NWCA_NOT_PROBABILITY,PA,NAP,1,CHEM,84.39,"USE - only lab, flag issue minor",0.009,USE,0.008,USE - account for <DL/LRL,6.75,USE,,,0.425,USE - flag issue minor,5,USE - flag issue minor,,
7/28/2016,4289,38.44638,-76.27894,8/25/2011,NWCA11-3586,NWCA_PROBABILITY,MD,CPL,1,CHEM,19980,"USE - only lab, no issues",0.021,USE,0.011,USE - no issues,7.57,USE,,,1.123,USE - no issues,71,USE - no issues,,
7/28/2016,4290,38.45196685,-76.2845001,8/5/2011,NWCA11-3583,NWCA_PROBABILITY,MD,CPL,1,CHEM,20450,"USE - only lab, no issues",0.024,USE,0.004,USE - no issues,7.85,USE,,,4.038,USE - no issues,136,USE - no issues,,
7/28/2016,4294,41.76201634,-77.6060089,9/18/2011,NWCA11-2371,NWCA_PROBABILITY,PA,NAP,1,CHEM,115.7,"USE - only lab, no issues",0.002,USE,0.014,USE - account for <DL/LRL,7.75,USE,,,0.118,USE - no issues,9,USE - no issues,,
7/28/2016,4295,41.2083,-79.98825,9/29/2011,NWCA11-2369,NWCA_PROBABILITY,PA,NAP,1,CHEM,152.5,"USE - only lab, no issues",0.017,USE,0.006,USE - account for <DL/LRL,4.49,USE,,,0.85,USE - no issues,87,USE - no issues,,
7/28/2016,4297,41.85280803,-75.63855952,9/8/2011,NWCA11-2367,NWCA_PROBABILITY,PA,NAP,1,CHEM,33.99,"USE - only lab, flag issue minor",0.01,USE,0.005,USE - account for <DL/LRL,6.52,USE,,,0.31,USE - flag issue minor,38,USE - flag issue minor,,
7/28/2016,4299,38.16516446,-75.17979787,9/21/2011,NWCA11-1792,NWCA_PROBABILITY,MD,CPL,1,CHEM,40480,"USE - only lab, no issues",0.003,USE,0.009,USE - flag issue minor,7.51,USE,,,1.183,USE - no issues,33,USE - no issues,,
7/28/2016,4302,38.45235702,-76.28225203,8/4/2011,NWCA11-1813,NWCA_PROBABILITY,MD,CPL,1,CHEM,18220,"USE - only lab, no issues",0,USE,0.005,USE - no issues,7.62,USE,,,3.238,USE - no issues,117,USE - no issues,,
7/28/2016,4303,38.45040918,-76.28160913,7/29/2011,NWCA11-1805,NWCA_PROBABILITY,MD,CPL,1,CHEM,18800,"USE - only lab, no issues",0.026,USE,0.003,USE - account for <DL/LRL,7.25,USE,,,3.275,USE - no issues,192,USE - no issues,,
7/28/2016,4305,38.40963,-76.08285,7/28/2011,NWCA11-1793,NWCA_PROBABILITY,MD,CPL,1,CHEM,22040,"USE - only lab, no issues",0.027,USE,0.004,USE - no issues,7.7,USE,,,1.956,USE - no issues,81,USE - no issues,,
7/28/2016,4306,38.45147,-75.98089,8/19/2011,NWCA11-1790,NWCA_PROBABILITY,MD,CPL,1,CHEM,670.8,"USE - only lab, no issues",0.012,USE,0.007,USE - account for <DL/LRL,7.28,USE,,,1.09,USE - no issues,58,USE - no issues,,
7/28/2016,4307,38.4498007,-76.28090162,7/27/2011,NWCA11-1779,NWCA_PROBABILITY,MD,CPL,1,CHEM,19090,"USE - only lab, no issues",0.014,USE,0.002,USE - account for <DL/LRL,7.39,USE,,,3.181,USE - no issues,151,USE - no issues,,
7/28/2016,4309,31.94268068,-81.08486736,10/13/2011,NWCA11-1369,NWCA_REVISITS,GA,CPL,2,CHEM,42420,"USE - field & lab, no issues",0.05,USE,0.031,USE - no issues,7.69,USE,,,0.455,USE - no issues,57,USE - no issues,39700,7.33
7/28/2016,4313,40.55766,-75.18066,9/28/2011,NWCA11-2376,NWCA_PROBABILITY,PA,SAP,1,CHEM,279.4,"USE - only lab, flag issue minor",0.124,USE,0.446,USE - flag issue minor,7.09,USE,,,1.708,USE - flag issue minor,332,USE - flag issue minor,,
7/28/2016,4315,38.2761,-76.18561,9/15/2011,NWCA11-3580,NWCA_PROBABILITY,MD,CPL,1,CHEM,22550,"USE - only lab, no issues",0,USE,0.004,USE - no issues,7.31,USE,,,1.084,USE - no issues,27,USE - no issues,,
7/28/2016,4317,40.7229,-77.8611,6/30/2011,NWCA11-R010,NWCA_NOT_PROBABILITY,PA,SAP,1,CHEM,23.58,"USE - only lab, no issues",0.009,USE,0.018,USE - account for <DL/LRL,4.71,USE,,,0.12,USE - no issues,28,USE - no issues,,
7/28/2016,4353,41.26666966,-72.50269329,9/5/2011,NWCA11-1180,NWCA_PROBABILITY,CT,NAP,1,CHEM,21000,"USE - only lab, no issues",0.383,USE,0.01,USE - no issues,7.14,USE,,,1.42,USE - no issues,369,USE - no issues,,
7/28/2016,4354,41.49002,-71.84743,9/20/2011,NWCA11-1181,NWCA_PROBABILITY,CT,NAP,1,CHEM,46.1,"USE - only lab, no issues",0.018,USE,0.024,USE - no issues,6.47,USE,,,0.373,USE - no issues,44,USE - no issues,,
7/28/2016,4355,42.67532,-71.05451,7/6/2011,NWCA11-1743,NWCA_PROBABILITY,MA,NAP,1,CHEM,350.4,"USE - only lab, no issues",0.073,USE,0.006,USE - account for <DL/LRL,6.92,USE,,,0.853,USE - no issues,100,USE - no issues,,
7/28/2016,4356,42.67526,-71.05436,8/5/2011,NWCA11-1743,NWCA_REVISITS,MA,NAP,2,CHEM,492.6,"USE - only lab, flag issue minor",0.13,USE,0.007,USE - account for <DL/LRL,6.84,USE,,,1.03,USE - flag issue minor,68,USE - flag issue minor,,
7/28/2016,4357,41.79912,-71.187648,7/10/2011,NWCA11-1744,NWCA_PROBABILITY,MA,NAP,1,CHEM,152.9,"USE - only lab, no issues",0.057,USE,0.32,USE - no issues,6.95,USE,,,1.143,USE - no issues,148,USE - no issues,,
7/28/2016,4358,41.79912,-71.18764,8/6/2011,NWCA11-1744,NWCA_REVISITS,MA,NAP,2,CHEM,207.5,"USE - only lab, flag issue minor",0.009,USE,0.009,USE - account for <DL/LRL,6.76,USE,,,0.378,USE - flag issue minor,55,USE - flag issue minor,,
7/28/2016,4359,41.96981,-70.9488,7/13/2011,NWCA11-1745,NWCA_PROBABILITY,MA,NAP,1,CHEM,368,"USE - only lab, flag issue minor",0.812,USE,0.063,USE - flag issue minor,6.05,USE,,,2.32,USE - flag issue minor,233,USE - flag issue minor,,
7/28/2016,4360,42.06387,-70.13453,7/15/2011,NWCA11-1746,NWCA_PROBABILITY,MA,CPL,1,CHEM,33330,"USE - only lab, flag issue minor",0,USE,0.003,USE - account for <DL/LRL,8.09,USE,,,0.59,USE - flag issue minor,61,USE - flag issue minor,,
7/28/2016,4361,42.67226,-71.07163,7/7/2011,NWCA11-1747,NWCA_PROBABILITY,MA,NAP,1,CHEM,156.3,"USE - only lab, no issues",0.223,USE,0.025,USE - no issues,6.55,USE,,,1.37,USE - no issues,169,USE - no issues,,
